ligne_brute,fon,fr,raison
1777,alɔgogo ɖokpó,une mesure des deux mains,trop_court
1779,tɔbá,sorte de lyre faite de lames métalliques sur une caisse rectangulaire en bois,trop_court
1779,hanyetɔbá,sorte de lyre faite de lames métalliques sur une caisse rectangulaire en bois,trop_court
1782,ylɔ̆ nyikɔ́,faire appel à,trop_court
1786,Sɛ cyɔ d'akpagbe,Enterrement provisoire.,trop_court
1789,"Wùgbìgblé, wùgblègblé",Blessure,trop_court
1794,hὲn vĭ,garder un enfant auprès de soi,trop_court
1797,àkwέníná,paye,trop_court
1797,àkwέyíyí,paye,trop_court
1801,nawunnawun tɛɛ,c'est doux mais je ne te donne pas,trop_court
1811,ohĭn,ca y est,trop_court
1815,Gble azɔn,Guérir (arrêter la maladie),trop_court
1817,akansán,pâte de farine de maïs,trop_court
1817,akasá,pâte de farine de maïs,trop_court
1819,mɔlikun elɔ,cet riz,trop_court
1822,siká akú,or pur,trop_court
1833,ɖŏ fí,être ici,trop_court
1835,heelú !,malédiction !,trop_court
1840,Ahǔn fùn,La rosée est tombée.,trop_court
1841,gbεtɔ́,homme,trop_court
1841,súnnì,homme,trop_court
1857,na yí bló tɛn ɖó nú à,vais,trop_court
1859,Mεjitɔ lε,Les parents,trop_court
1862,akannɔ̀,devin,trop_court
1862,amaxotɔ́,devin,trop_court
1862,bokɔ́ɖáxó,devin,trop_court
1862,fákántɔ́,devin,trop_court
1862,mwεkantɔ́,devin,trop_court
1862,nùkántɔ́,devin,trop_court
1862,tɔkantɔ́,devin,trop_court
1865,Amlɔ ɖo sisa mi wε,J’ai sommeil.,trop_court
1867,ɖŏ zàn,déplier une natte,trop_court
1873,Azɔwatɔ alɔjijlɔnɔ,Un ouvrier adroit,trop_court
1875,Mɔ wε ǎ,Faux,trop_court
1881,avĭ,pleurs,trop_court
1885,DIN.,maintenant.,trop_court
1901,Vi mitɔn,Votre enfant,trop_court
1905,fúnfún akwέ,gaspiller son argent,trop_court
1907,a fɔ́n nú mí à,salutation amicale,trop_court
1925,"Azaglɔ́gán tɔn lɛ́ɛ kpɔ́n yě ɖésúnɔ xomɛ bó ná kanlin togun ɔ́, vɔ̌sánú-xwlémawutɔ́ lɛ́ɛ kpódó Levíi ví lɛ́ɛ kpó. Ilukya, Zekaliyahu kpódó Yexiyɛ́li kpó ɔ́, nukɔntɔ́ wɛ yě nyí ɖo Mawu xwé ɔ́ gbe; yě ná lɛ̌ngbɔ́ví kpó gbɔ̌ví kpó afɔwó nǔwɔntɔn (2.600), nyibú afɔɖé kanwe ko (300), vɔ̌sánú-xwlémawutɔ́ lɛ́ɛ nú Dǐndínwáyixwe ɔ́.",35.8,artefact
1933,jujɔnyanyanɔ̀,celui qui a mauvais caractère,trop_court
1939,azɔ̀gán,patron,trop_court
1939,azɔ̀kplɔ́nmεtɔ́,patron,trop_court
1939,cɔ́fugán,patron,trop_court
1939,cɔ́funɔ̀,patron,trop_court
1939,găn,patron,trop_court
1959,E fá,Il est accueillant.,trop_court
1962,E kpò,Il en reste.,trop_court
1963,atì,sac en jute,trop_court
1963,cakì,sac en jute,trop_court
1969,nu tɛ e nɔ blo ɖayi,que faisait,trop_court
1972,dŏ hɔ̀n,installer une porte,trop_court
1974,Hɛ̀n xó ɔ́ syɛ́nsyɛ́n,Tiens bon.,trop_court
1981,glɔjɔɔ̀,tordu (pour une chose),trop_court
1981,klέcέέ,tordu (pour une chose),trop_court
1988,awà kú,être infirme d'un bras,trop_court
1990,e ylɔ e,il l'appela,trop_court
2000,Nyɔnu ɖɛkpɛɖɛkpɛ.,Femme élégante.,trop_court
2003,hwὲ,justice,trop_court
2003,hwεjijɔ,justice,trop_court
2003,hwεjujɔ,justice,trop_court
2003,hwεjujɔnú,justice,trop_court
2009,ta,tête,trop_court
2010,agbadecéjέnnábí,égoïsme,trop_court
2010,cejέnnányɔ́,égoïsme,trop_court
2010,gbadecéjέnnábí,égoïsme,trop_court
2010,mεɖémúmɔ́,égoïsme,trop_court
2010,nùcéjέnnányɔ́,égoïsme,trop_court
2010,wɔ̀n,égoïsme,trop_court
2021,azĕtɔ,sorcier,trop_court
2029,dɔ̀n wă,entraîner de force,trop_court
2035,xéléxélé,très légèrement,trop_court
2035,xléxlé,très légèrement,trop_court
2042,Akwɛ ɖagbe lɛ,Prix nets,trop_court
2044,sin mὲ,saison des pluies,trop_court
2060,lazáà,lazard,trop_court
2068,Nugbo a ?,Vraiment ?,trop_court
2081,aɖimεví,descendance,trop_court
2081,aɖiví,descendance,trop_court
2081,kúnkàn,descendance,trop_court
2093,tangbovi jiji,originaire de tangbo,trop_court
2107,é xwe,il allait à,trop_court
2108,acɔnkwín,tant pis pour toi,trop_court
2112,ɖì wùn,frapper les regards,trop_court
2116,Măwŭ wà nŭ,Dieu merci.,trop_court
2119,amăgàtín,manguier,trop_court
2121,"Mɛ gěgé ɖo togun ɔ́ mɛ, bó slá wǔ nú yěɖée ǎ, bɔ Levíi ví lɛ́ɛ gbɔ bó gbo gbe kanlin e è nǎ dǒ ɖu Dǐndínwáyixwe ɔ́ ná lɛ́ɛ nú mɛ e ma mɛ́ ǎ lɛ́ɛ bǐ, bó ná sɔ́ kanlin lɛ́ɛ ɖó vo nú Mawu Mavɔmavɔ.",30.17,artefact
2128,fitε e nɔ jε sansi ɖe,où achète,trop_court
2133,nyi ɖaxo,est la plus importante,trop_court
2138,È sɛ́ facture dó.,Facture envoyée.,trop_court
2142,ali ní nyɔ́ nú wè,bon voyage,trop_court
2148,lanhutὲn,abattoir,trop_court
2148,lanhuxɔsá,abattoir,trop_court
2151,mi kpla wa ɖo gan tantɔn mε zanzan,amenez,trop_court
2155,kɔ́mɛ e è sɔ́ kɔ́lu dó bló é,Sol carrelé,trop_court
2160,jĭ ɖò jija wɛ̀,il pleut,trop_court
2163,fitɛ a na yi ɖe,où vas-tu,trop_court
2171,afì nú,sauf si,trop_court
2177,alɔdidó,aide,trop_court
2177,alɔdó,aide,trop_court
2177,alɔdómε,aide,trop_court
2177,alɔdómεtɔ́,aide,trop_court
2177,alɔdotɔ́,aide,trop_court
2177,alɔdudó,aide,trop_court
2177,kpέ,aide,trop_court
2182,Ku do,Merci pour.,trop_court
2183,Bi gudo ɔ,Après tout,trop_court
2186,mă nùsúnnú,sauce de légumes,trop_court
2189,E ɖyɔ́,Il a changé.,trop_court
2198,e hwɛ́n nukún cé mɛ̀,c'est amusant,trop_court
2213,lìlέ ɖŏ,différer,trop_court
2214,vivɔjɔ́,réorganisation,trop_court
2214,vuvɔjɔ,réorganisation,trop_court
2216,Gàn xò,C’est l’heure.,trop_court
2220,Blo dɛdɛ mɛ,Fais doucement.,trop_court
2238,piɛ ná kó wɛ̀ à cé,ne serait,trop_court
2243,Zănzăn tɛɛ̀n,De grand matin,trop_court
2244,gbɛdán,grande misère,trop_court
2244,gbὲdán,grande misère,trop_court
2246,Avɔkanfún ɖɛkpɛɖɛkpɛ.,Arc-en-ciel magnifique.,trop_court
2248,é ɖò zɛ̆nzɛ̆n ganjí à,est,trop_court
2253,nɛ̆ a nɔ bló gbɔ̀n hwenu è nù ɖé lɛ́ nɔ́ wá kpácá wé é,que fais,trop_court
2272,sɛnsisa tɛ ɖie,quel peintre,trop_court
2276,cá,vieillir,trop_court
2276,kpò,vieillir,trop_court
2280,xwe elɔ,cette maison,trop_court
2286,zìn mε dŏ ayĭ,terrasser quelqu'un,trop_court
2298,ku d'e wu,y es-tu,trop_court
2299,atin ɔ ɖo koklojo nɛ ci wɛ,l'arbre jaunit,trop_court
2315,kɛkɛ́ ɔ́,le vélo,trop_court
2321,cí tè,se lever,trop_court
2321,sí,se lever,trop_court
2321,sí tè,se lever,trop_court
2328,akplă,gaule,trop_court
2332,Ali e jí awinnya ɖè é,Chemin pierreux,trop_court
2354,akpá,partie,trop_court
2357,é hán,il a fait défaut pour un nouveau,trop_court
2360,asísì,femme d'un mari polygame,trop_court
2360,asúsì,femme d'un mari polygame,trop_court
2361,awò,oh hélas,trop_court
2364,bó ná dó,afin de,trop_court
2365,Hwenu fifa,Un temps glacial.,trop_court
2370,A wá,Tu es venu.,trop_court
2372,e gán,il est sauvé de la maladie,trop_court
2373,sɔ́ mε hwè,abaisser quelqu'un,trop_court
2374,bà do nú nù énɛ́ ɔ́ nú mì,enquête là,trop_court
2379,"Joziyási yi zinkpo jí ɔ́, xwe tɔn afɔtɔn-nukún-atɔngɔ́ ɔ́ mɛ wɛ è ɖu Dǐndínwáyixwe énɛ́ ɔ́.",35.19,artefact
2386,degénɔ̀,vieillard,trop_court
2386,mεkpikpò,vieillard,trop_court
2386,mεkpukpo,vieillard,trop_court
2386,mεxó,vieillard,trop_court
2386,nyaɖaxó,vieillard,trop_court
2386,nyaxóxó,vieillard,trop_court
2386,degenɔ kpikpò,vieillard,trop_court
2386,degénɔ́kpikpó,vieillard,trop_court
2386,degénɔ́kpúkpó,vieillard,trop_court
2386,degénɔ́kpúkpwé,vieillard,trop_court
2386,mεxóxó,vieillard,trop_court
2394,kɔ́nɔ̀,marron,trop_court
2394,kɔ́sínnɔ̀,marron,trop_court
2398,E na ce nu mi,Merci !,trop_court
2403,e fɛ́n,c'est fendu,trop_court
2410,vìvú vivu vitikli,les enfants des enfants en ligne directe jusqu'à la quatrième génération,definition
2411,dŏ mεxó,parvenir à un âge avancé,trop_court
2427,Laglasi ɖò jija wɛ.,Il neige.,trop_court
2440,avivɔ ɖò sinsin mi wɛ̀,j'ai froid,trop_court
2443,wɛ,c'est,trop_court
2458,vɛ̀ tɛ́n kpɔ́n,tente l'aventure,trop_court
2459,azinzɔnnɔ ɔ ɖo xɔ ɔ mɛ wɛ a,y a,trop_court
2463,alì,chemin,trop_court
2472,É sù!,À la tienne !,trop_court
2473,ɖò... wŭ,s'appliquer à quelque chose,trop_court
2474,Sezar yi gbe ɖɔ,César répondit,trop_court
2478,dɔ̀n nylăn dŏ,être terrible,trop_court
2478,nylă hùn,être terrible,trop_court
2479,nɔ yi gbe,réponds,trop_court
2480,Awii tɔn,Son chat.,trop_court
2489,vi enɛ lɛ,ces enfants,trop_court
2494,cò bà n'í,administre,trop_court
2509,ayihunxó,blague,trop_court
2512,a se glensigbe wɛ à,parles-tu anglais,trop_court
2515,Nukúnmɛ fífá,Regard doux,trop_court
2531,sɔ̀n wù n'í ganjí,frotte,trop_court
2533,"Yexoyada dɔn axɔ́sú ɔ́ kpó togun ɔ́ kpó, bɔ é kpó yě bǐ kpó jɛ akɔ xá Mawu Mavɔmavɔ, bó ná nyí togun Mawu Mavɔmavɔ tɔn.",23.16,artefact
2537,Mi ni kan byɔ e,Demandons-lui.,trop_court
2545,fɛ́nú tɛ́ ɖíè lĕè,quel bonheur,trop_court
2546,Wooó tɔ́n,L’harmattan est sorti.,trop_court
2549,Un ná zé n,ǔ,trop_court
2551,e sìxú kó yì,peut,trop_court
2552,àcéè,or,trop_court
2552,adì,or,trop_court
2552,có,or,trop_court
2552,ká,or,trop_court
2552,kɔ́n,or,trop_court
2552,loɔ́,or,trop_court
2553,kán,prends une part,trop_court
2557,"Gankuku ɔ, sɛnu wɛ.",J'aurai beau me faire du souci parce que je n'ai pas le sens du rythme. - Le manque de rythme c'est naturel.,ratio
2564,cɔ̀,être affaibli,trop_court
2564,vɔ̆,être affaibli,trop_court
2565,nŭ ahàn,bois,trop_court
2568,dŏ nukɔ̀n,d'abord,trop_court
2568,hwε̆,d'abord,trop_court
2568,hwὲgbá,d'abord,trop_court
2568,jὲ nukɔ̀n,d'abord,trop_court
2568,jὲ nukɔn ɔ́,d'abord,trop_court
2568,tò,d'abord,trop_court
2572,gbesɔ̀,invitation,trop_court
2572,mεdida,invitation,trop_court
2578,jò xó nɛ́ ɔ́ dó,laisse tomber,trop_court
2581,wà alànnŭ,faire le mal,trop_court
2582,gbà,casser,trop_court
2582,gblĕ,casser,trop_court
2582,hὲn gblĕ,casser,trop_court
2582,lɔ̆,casser,trop_court
2582,wɛ̆n,casser,trop_court
2594,adăn,hardiesse,trop_court
2594,ayiglaglá,hardiesse,trop_court
2594,glàglá,hardiesse,trop_court
2595,glegbɛtá,groupement villageois,trop_court
2599,Yĕgè !,Ah !,trop_court
2605,ɖŏ... tamὲ,par,trop_court
2605,gbɔ̀n,par,trop_court
2609,a dɔ̀n axi x'ɛ́ à,as,trop_court
2610,fàn gblŏ,délirer,trop_court
2615,adɔgjí,hydropique,trop_court
2615,adɔgojíjízɔ̀n,hydropique,trop_court
2616,étɔ́n wɛ̀,c'est à lui,trop_court
2621,a yĭ gàn égbé à,as,trop_court
2634,Vǐ e nɔ ba na tuùn nǔ é ɖé,Enfant curieux,trop_court
2636,koligo,genou,trop_court
2639,Sɔ̀ mì nà kpé,A demain.,trop_court
2640,Jo xo do,Laisse tomber.,trop_court
2643,xú myɔ̀,se sécher au feu,trop_court
2643,xú zò,se sécher au feu,trop_court
2649,wooó tɔ́n,l'harmattan est sorti,trop_court
2656,ɖŏ fí bĭ,être partout,trop_court
2662,blă nù élɔ́ dó kan mɛ̀,attache ceci,trop_court
2665,xwlɛ́ adɔví,râper une chambre à air,trop_court
2667,Xomɛnyínyɔ́ wɛ.,C’est gentil.,trop_court
2669,Azɔ̀n mɔ̀kpán,Plusieurs fois.,trop_court
2684,kanɖé ko,soixante,trop_court
2686,Vi towe,Ton enfant.,trop_court
2688,nyɔɖaxó,vieille femme,trop_court
2688,nyɔxó,vieille femme,trop_court
2688,nyɔ̆xò,vieille femme,trop_court
2688,nyɔ̀xónɔ̀,vieille femme,trop_court
2688,nyɔ̀xwé,vieille femme,trop_court
2688,nyɔ̀xwénɔ̀,vieille femme,trop_court
2688,nyɔ̀xwéví,vieille femme,trop_court
2688,yă,vieille femme,trop_court
2692,myɔgbὲn,lampion,trop_court
2692,zogbɛ́n,lampion,trop_court
2692,zogbὲn,lampion,trop_court
2694,Mĭ dɛ̆,Nous autres.,trop_court
2713,Un ɖo xɛsi ɖi wɛ,J’ai peur.,trop_court
2716,avivɔhwenu,saison froide,trop_court
2724,ɖŏ alɔ̀ nŭ wŭ,toucher quelqu'un,trop_court
2724,xò alɔ̀ zò mɛ wŭ,toucher quelqu'un,trop_court
2727,klɔ́,laver,trop_court
2727,lὲ,laver,trop_court
2730,akwɛ́ nabí é nɔ́ ɖù ɖò sunzan fífó,combien gagne,trop_court
2732,Tófí wɛ̀,C'est tout près.,trop_court
2737,alɔjí,à portée,trop_court
2740,xò ɖὲ dŏ... jĭ,bénir quelqu’un,trop_court
2740,xò ɖɛ̀ nú mɛ,bénir quelqu’un,trop_court
2743,e ɖò amlɔgɔ́ sa wɛ̀,il s'assoupit,trop_court
2746,azɔbatɔ,chercheur de travail,trop_court
2764,"Azǎn ɛnɛgɔ́ ɔ́ gbe ɔ́, yě kplé ɖo Belaka tɔdo ɔ́ mɛ. È kpo ɖo tɛn énɛ́ ɔ́ mɛ ylɔ́ ɖɔ “Belaka tɔdo” wɛ káká jɛ égbé, ɖó fínɛ́ wɛ yě dó kú nú Mawu Mavɔmavɔ ɖe20.26 Xógbe e nyí “Belaka” ɖo Ebléegbe mɛ ɔ́, xógbe “kúdónúmɛ” tɔn mɛ wɛ è ɖe sín..",20.26,artefact
2766,Sɛn ɛ,Coupe-le,trop_court
2775,kàn aɖŭ,limer les dents en pointe,trop_court
2775,kàn’ɖŭ,limer les dents en pointe,trop_court
2776,Nyi kpɔn,"Moi, j'ai regardé.",trop_court
2783,sɔ gbadanu,demain soir,trop_court
2785,Mi kwabo,Soyez le bienvenu.,trop_court
2786,xɔ́ntɔn alὲ,ami lié par un pacte,trop_court
2802,Atmosphère électrique.,Ambiance électrique.,trop_court
2809,adăn,bravoure,trop_court
2809,ayiglaglá,bravoure,trop_court
2811,ku do zɔnlin,bonne marche,trop_court
2821,globotoò,gros et bien rond,trop_court
2821,glotoò,gros et bien rond,trop_court
2821,mlinɔmlinɔ̀,gros et bien rond,trop_court
2831,zanzan,matin,trop_court
2844,aní ɖíe a dó sín è,qu'est,trop_court
2846,tín wèmá élɔ́ mɛ́ nú mí dó fɔngbe mɛ̀,traduis,trop_court
2848,agoò,gare,trop_court
2851,vlivlì,en grand nombre (pour des grandes volées d'oiseaux ou de moustiques),trop_court
2851,vlivlivlì,en grand nombre (pour des grandes volées d'oiseaux ou de moustiques),trop_court
2852,sɔ́ sìn xwlé è,présente,trop_court
2854,"Ɛɛ́n, un ɖ’é wú","Tu es au travail ? - Oui, je suis dessus.",definition
2863,bŏ ɔ́ klàn,le gri,trop_court
2864,vì ɖaxó,fils aîné,trop_court
2864,vìɖáxó,fils aîné,trop_court
2867,"Sɔ́ja Izlayɛ́li tɔn lɛ́ɛ wlí nyɔ̌nu mɛxó lɛ́ɛ, bó wlí yɔkpɔ́vú lɛ́ɛ ɖo nɔví yětɔn Judáanu lɛ́ɛ mɛ; yě bǐ bló adɔ̌kpo wǒ (200.000). Yě bɛ̌ Judáanu lɛ́ɛ sín nǔ gěgé wá yi Samalíi.",28.8,artefact
2872,Flɔn lo,Expliquer un proverbe.,trop_court
2874,E syεn,Il est puissant,trop_court
2875,kpákpá,canard,trop_court
2875,kpákpá xὲ,canard,trop_court
2878,"Hwenu e axɔ́sú Yexolámu ɖo zinkpo jí ɔ́, Edɔ́mu sín togun ɔ́ fɔ́n gǔ dó acɛkpikpa Judáa tɔn jí, bó sɔ́ axɔ́sú ɖokpó ɖó Edɔ́mu to ɔ́ nu.",21.8,artefact
2881,Yi bo wa,"Aller-retour, revoir",trop_court
2882,tôgbè,boss,trop_court
2888,igléjà,église,trop_court
2888,yɛhwexɔ̀,église,trop_court
2892,fàn... nù,délayer... boire,trop_court
2898,tíntɔ́n,lever d'un astre,trop_court
2898,túntɔ́n,lever d'un astre,trop_court
2906,azɔ̀kὲkὲ,brouette,trop_court
2906,kεkέ,brouette,trop_court
2908,Kofi kpɔn,Kofi a regardé.,trop_court
2912,kpàn... kpàn,soit... soit,trop_court
2915,E slɔ́ fún mì,J’ai froid.,trop_court
2920,nŭhὲnxomεtɔ́,rancunier,trop_court
2920,kεndómεtɔ́,rancunier,trop_court
2929,dĕ,renaître,trop_court
2929,vɔ̆ jɔ̀,renaître,trop_court
2934,aliswέέn,sentier,trop_court
2934,mɔ̆,sentier,trop_court
2935,nukun zawezawe,des yeux clairs,trop_court
2937,sɔ́ keté nɛ́ wá nú mì,apporte,trop_court
2938,kú winnyá,être intimidé,trop_court
2947,nukɔn,devant,trop_court
2951,lὲ agà,se livrer à la prostitution,trop_court
2954,kú sù,être apathique,trop_court
2962,kilóo tilóo,kohol,trop_court
2963,vodùn nunu,action de boire le poison d’épreuve,trop_court
2967,takín,piment,trop_court
2976,É víví ɖo gbɛmɛ̀,C’est délicieux.,trop_court
2984,fɔ́n,aller bien,trop_court
2984,jὲ mε,aller bien,trop_court
2989,Nǔtí kpó ɖò finɛ ǎ.,Toujours pas.,trop_court
2994,nù alὲ,faire le pacte du sang,trop_court
2994,nù vodún,faire le pacte du sang,trop_court
2997,dagbédagbé,victoire,trop_court
3001,gansisè,sagesse,trop_court
3001,mεxóyí,sagesse,trop_court
3001,mεxóyí,sagesse,trop_court
3001,mεxóyíɖíɖó,sagesse,trop_court
3001,nùnywέ,sagesse,trop_court
3002,Amlɔ dɔ́ wɛ é ɖe.,Il dort.,trop_court
3012,vo ɖo ayi mɛ,sois tranquille,trop_court
3022,xò gàngăn,frapper fortement,trop_court
3023,mandjomido o,ne me laisses pas,trop_court
3035,xoxo,vieux,trop_court
3039,amisa ɖo gleta towe mɛ à,y a,trop_court
3046,cέ gùsí,décortiquer les graines de gùsi,trop_court
3055,alì,chemin,trop_court
3055,alɛxò,chemin,trop_court
3055,mɔ̆,chemin,trop_court
3061,mawu ni fɔn mi,a demain,trop_court
3084,agbajá,cartouchière,trop_court
3086,avɔ̀,toile,trop_court
3086,s’ávɔ̀,toile,trop_court
3092,Asa kpó mɛ tɔn lɛ́ɛ kpó bɛ́ nǔ e ɖo toxo nɛ́ lɛ́ɛ mɛ lɛ́ɛ; nǔ e yě bɛ́ lɛ́ɛ sukpɔ́ ɖésú.,14.14,artefact
3107,tɔfɔvi jiji,originaire de toffo,trop_court
3108,ayiɖòwὲnnánɔ̀,homme juste,trop_court
3108,ayilɔ́jlɔ́nɔ̀,homme juste,trop_court
3108,ayisɔgbenánɔ̀,homme juste,trop_court
3110,amága vivó,mangues très mûres,trop_court
3124,xɔntɔn mitɔn lε,vos amis,trop_court
3155,Zanzan nuɖuɖu gudo,Après déjeûner.,trop_court
3161,Hwenu taji,Moment crucial,trop_court
3162,Gbèhan gaga,Herbe haute,trop_court
3167,E k’ɛ́n,Cela le regarde.,trop_court
3169,miɖi ɖunu kpohun,mangeons seulement,trop_court
3188,canù,n'importe qui,trop_court
3188,mε ɖĕ... ă,n'importe qui,trop_court
3188,mε ɖĕbŭ,n'importe qui,trop_court
3192,jà gbɔ́n é jí,résume,trop_court
3197,blŭ,mélanger,trop_court
3197,cáká,mélanger,trop_court
3197,fàn,mélanger,trop_court
3197,fútú,mélanger,trop_court
3197,gùdá,mélanger,trop_court
3197,gùdú,mélanger,trop_court
3203,ɖe tε a yi wan na,lequel préfères,trop_court
3210,Aga ɖéé,Bien en haut.,trop_court
3220,Ax,ɔ,trop_court
3228,memasí,effronterie,trop_court
3228,wunhinhɔ́n,effronterie,trop_court
3228,wunhunhɔ́n,effronterie,trop_court
3229,ami hunhwέn,huile parfumée,trop_court
3230,vε̆,être aigre,trop_court
3230,vε̆ sìn,être aigre,trop_court
3238,Byɔ gbe,Demander à partir (s'excuser pour partir).,trop_court
3240,E jăwè,Il approche.,trop_court
3244,fɔnlínnɔ̀,fainéant,trop_court
3244,likpánɔ̀,fainéant,trop_court
3248,lε̆ xà,recompter,trop_court
3259,linlɔ̆n,action de sauter,trop_court
3259,lunlɔ́n,action de sauter,trop_court
3261,tɔ zàn,au large,trop_court
3261,xu zanmɛ̀,au large,trop_court
3261,zanmɛ̀,au large,trop_court
3265,miɖo,aillez,trop_court
3268,hùn vɔ̀,être entièrement gâté,trop_court
3274,sunnu mɛxo,homme âgé,trop_court
3278,Nù má ɖù,Sans manger.,trop_court
3287,kplɔ́ dŏ,s'élancer vers,trop_court
3297,etɛ a ɖa,qu'est,trop_court
3299,aglan,menton,trop_court
3304,Mì nú má yì,Allons-y.,trop_court
3305,bɔ̀ dŏ,tenir le rang suivant,trop_court
3320,Ye kpo,Elles sont vieilles,trop_court
3321,E bɔ̀ wŭ,C'est facile.,trop_court
3335,ɖŏ nukún mε jĭ,remarquer,trop_court
3335,sɔ́ kέn,remarquer,trop_court
3338,fitɛ é xwe,où vont-t-ils,trop_court
3342,Yi dotoxwe,Va au dispensaire.,trop_court
3345,nyi wɛ,c'est moi,trop_court
3350,akɔn,poitrine,trop_court
3351,hwan globotoo,un caillou rond,trop_court
3356,basíà,bassine,trop_court
3356,takpánù,bassine,trop_court
3364,Kú dó sɔ̀,Merci pour hier (Se dit à quelqu’un qui vous a fait plaisir la veille ou avec qui vous aviez simplement parlé).,ratio
3365,gbă avɔ̀ nú mε,avoir un premier rapport sexuel avec une jeune fille vierge,definition
3389,ɖŏ mεxó ayì,être sage,trop_court
3389,nyɔ̆̆nŭì,être sage,trop_court
3389,sè gàn,être sage,trop_court
3393,alɔ towe ɖíè,félicitations,trop_court
3394,Mi wá d'álɔ mì,Venez m'aider.,trop_court
3395,zàn kézè,"nuit et jour, jour et nuit",trop_court
3400,Vivεna ce,Mon aimé,trop_court
3408,Nyɛ lɔ́,Moi aussi.,trop_court
3411,ajaka lε,les rats,trop_court
3446,- akpatá logozò,tortue,trop_court
3446,akpátá logozo gicán,tortue,trop_court
3446,klò,tortue,trop_court
3446,logosò,tortue,trop_court
3446,logozò,tortue,trop_court
3448,Ali swεεn,Une route étroite,trop_court
3452,Azɔ mɛ nɔ hun hun,L’école ouvre.,trop_court
3455,Mi yá wǔ.,Dépêche-toi.,trop_court
3456,Gbadɛndɛn ɖò funfun wɛ̀,Il bruine.,trop_court
3457,kpíkplé,rassemblement,trop_court
3457,kplékplé,rassemblement,trop_court
3457,mεkplékplé,rassemblement,trop_court
3457,tagbesɔ̀,rassemblement,trop_court
3457,tasεkple,rassemblement,trop_court
3460,gbὲ ayikún,ramasser les haricots,trop_court
3461,"Vì é xò tɔ́ tɔ̀n alŏ xò nɔ̀ tɔ̀n ɔ, e nɔ ɖɔ n’í ɖɔ́ jí : ""A xo lɔ""̀","""A xo lɔ""̀",ratio
3465,xwe yɔyɔ,maison neuve,trop_court
3468,mi yìn wàn númi à,est,trop_court
3477,kú dó hwelɛ́kɔ̀,bon après-midi,trop_court
3484,kɛ́ɖɛ́góví wɛ̀,il est calme,trop_court
3486,a ma fɔ́n bĭ à,n'es,trop_court
3487,towè,tien,trop_court
3487,wè,tien,trop_court
3490,asi towé ɖo gangi à,est,trop_court
3497,Mi xwedó mì.,Suivez-moi.,trop_court
3505,gannú'fúyɛ́ wɛ̀,c'est un récipient en métal sans valeur,trop_court
3525,nùkíko twé,ton sourire,trop_court
3540,ɖè nukún,détourner les yeux,trop_court
3543,nabi a na,combien donnes,trop_court
3544,gbɔ̀n gŭdò,venir en dernier lieu,trop_court
3544,gbɔ̀n tó,venir en dernier lieu,trop_court
3547,tέ agbanlín,antilope rayée,trop_court
3560,kutɔnu tɔn lε,de cotonou,trop_court
3570,sὲ yì,se déplacer en s'éloignant,trop_court
3572,kpíkpɔ́n wɛ́ é ɖè,il regarde,trop_court
3589,odjé,surprise incroyable,trop_court
3593,sɔ́n,venir de,trop_court
3593,wă sín,venir de,trop_court
3595,Koklosu dɛn kpajɛ,Petite plante dont la fleur ressemble à la crête d'un coq.,definition
3596,gawùn,avec un choc sec,trop_court
3596,gbowùn,avec un choc sec,trop_court
3596,gowùn,avec un choc sec,trop_court
3596,gεwùn,avec un choc sec,trop_court
3607,Yì zɔ.,Va-t'en.,trop_court
