fon|fr|sentiment_final
Yě gosín Cɛfɛ́ɛ só ɔ́ kpá, bó ɖó gɔnu ɖó Halada.|Ils partirent de la montagne de Schapher, et campèrent à Harada.|0
É ɖò yè tɛ́ntín|Il est au milieu d’eux.|0
bonu gbemε tε fa ɔ glemε zɔ nɔ vε wu|les travaux des champs sont pénibles même s'il fait froid|1
Xóɖɔɖókpɔ́ e mɛ akpàkpà sɔ́ mɛ ɖè bo lɛ́ ɖó hlɔnhlɔn é ɖé.|Discussion passionnée et animée.|2
Jǒnɔ wɛ é nɔ sɔ́ mǐ dó mɔ ná din, ɖó è ko fɔ mǐ sa, bó kó ɖu akwɛ́ tɔn bǐ.|Ne sommes-nous pas regardées par lui comme des étrangères, puisqu'il nous a vendues, et qu'il a mangé notre argent?|1
É nɔ́ kɔ́n mlamlà|Cela brille avec éclat.|2
un lɛ yɛwhesin ɖò yakpɔ́vú mɛ̀|j'ai été baptisé tout petit|0
Azɔ̀n ɖokpó ɖokpó|Une fois chacun.|0
Xɛsi ɖi i.|Il eut peur.|1
Un ná xo|ɖɛ|0
Awɔ̀vinɔ́ wɛ́ n’í|Il est dangereux.|1
Axɔ́sú’kpá ɖò nukún tɔ́n mɛ̀|Il a des cicatrices de variole.|1
Énɛ́ ɔ́ gúdo ɔ́, yě yi tɔ́n ahwan Kanáanu e ɖo sókan mɛ lɛ́ɛ kpó éé ɖo tofɔligbé lɛ́ɛ kpó, kpódó éé ɖo ayǐkúngban wɛnjɛ jí lɛ́ɛ kpán.|Les fils de Juda descendirent ensuite, pour combattre les Cananéens qui habitaient la montagne, la contrée du midi et la plaine.|0
Vì élɔ́ ɖo xwa lun wɛ̀|Cet enfant ronfle.|0
jiji|originaire de sègbohouè|0
Hǔn, azǎn ayizɛ́ngɔ́ ɔ́ gbe ɔ́, Mawu wa azɔ̌ tɔn lɛ́ɛ bǐ fó bó gbɔjɛ́ azǎn tɛ́nwegɔ́ ɔ́ gbe.|Dieu acheva au septième jour son oeuvre, qu'il avait faite: et il se reposa au septième jour de toute son oeuvre, qu'il avait faite.|0
jε nεgbe|est tombé sur le dos d'un|0
È tuùn fímu enɛ ganji, é ɖò mɔ̌ có, mɛɖebǔ ɖɔ xó d’ewu ǎ.|Ce film est connu, pourtant personne ne le cite.|0
Amɔ̌, é ɖó alɔ vǐ yětɔn lɛ́ɛ ɖěbǔ wú ǎ. É bló lě e é ɖe gbɔn ɖo Mɔyízi sín sɛ́nwéma mɛ ɔ́, ɖó Mawu Mavɔmavɔ ɖɔ dó wěma ɔ́ mɛ ɖɔ: “È nǎ hu tɔ́ ɖó vǐ tɔn nu ǎ. È nǎ hu vǐ ɖó tɔ́ tɔn nu ǎ. Mɛ e wa nǔ nyi do ɔ́ wɛ è ɖǒ nǎ hu, ɖó nǔ e é wa ɔ́ nu.”|25.4|0
e to nyi nugbo wɛ hun|est|0
nùɖé wá jɛ̀ nù mɛ́ nú mì|je suis tombé sur un obstacle|1
Sika ɖɔ Kɔjo na da Asiba|Sika a dit que Kojo allait marier Asiba.|0
E na dɔn to nu mi mε we lε.|On va vous punir tous les deux|1
A na nu ahan|Tu vas boire de l’alcool|0
Sin hwenuɖe un gosin wemaxɔmε ɔ, xwe tεnnε ɖie.|Depuis que j'ai quitté l'université, il y a neuf ans|0
azan tantɔn gbe gudo tɔ ɔ wa hun gbavi ɔ ɖo cesar sin nukɔn mε|après huit jours le père ouvrit la malle devant césar|0
Gbɛtɔ bĭ ɖo na ba tuto gbɔn nukɔnyiyi hɛnnu e mɛ ɖe e kpodo gbɛ ɔ bĭ kpan sin alinu bonu acɛ, sisi kpo jlokokonunɔ e xó e ɖɔ ɖɔ wema elɔ mɛ ɔ ni nɔ xwiji|Toute personne a droit à ce que règne, sur le plan social et sur le plan international, un ordre tel que les droits et libertés énoncés dans la présente déclaration puissent y trouver plein effet.|2
mi kpla wa ɖo gan tantɔn mε zanzan|amenez-la vers huit heures demain|0
é nyɔ́ ján|c'est bien comme ça faute de mieux|0
E nyɔ din|C’est magnifique|2
Mi sá vɔ̌ lě e sɛ́n ɔ́ zɔ́n gbɔn é, bó ɖeji dó Mawu Mavɔmavɔ wú.|Offrez des sacrifices de justice, Et confiez-vous à l'Éternel.|2
blŏ cíì|grésiller|0
e wɛ́ nɔ́ kpɔ́n jĭ tɔ̀n|c'est lui qui veille sur lui|0
đɛ̀ tɔ́n tɛ́|il est muet|1
yĭ hwɛ̀ gbè|reconnaître ses torts|0
e ɖú mì ă|qu'est|0
a nɔ hwɛ́n azizɔ|tu sens la fumée|0
Ye gbo e do d'ajo kɔn|Ils l'ont surpris en flagrant délit de vol|1
Sezar yi gbe ɖɔ|César répondit.|0
Un ɖò amlɔgɔ́ sa wɛ̀|Je m’endors.|0
Atín e ɖó xwè kanweko é|Arbre centenaire|0
Xɛsi ɖi i bǐ mlɛ́mlɛ́ hwenu e é sè afɔɖiɖe ɖò gudo tɔn ɖò ali e jí ablu gɔ́ bɔ mɛɖé ma ɖè ǎ é jí é.|La peur le tétanisa complètement lorsqu'il entendit un bruit de pas derrière lui dans la ruelle sombre et déserte.|1
klosέvɔ̀ - klwesávɔ̀|fleur de nété|0
Sɛ́mu, Jafɛ́ti sín fofó ɔ́ lɔ ji vǐ súnnu. É wɛ nyí tɔ́gbó nú Ebɛ́ɛ kpó vǐ tɔn lɛ́ɛ bǐ kpó.|Il naquit aussi des fils à Sem, père de tous les fils d'Héber, et frère de Japhet l'aîné.|0
É ɖò kpekán ta|Il est sur le seuil.|0
Jakɔ́bu sɔ́ nǔ bó bɛ́ vǐ tɔn lɛ́ɛ kpódó asi tɔn lɛ́ɛ kpó ɖó lǎkúnmí jí.|Jacob se leva, et il fit monter ses enfants et ses femmes sur les chameaux.|0
Mi ná mì mɔ̌to e ɖo atɛ jí é.|Donne-moi le marteau qui est sur l’étagère.|0
Mi na kpe go gbe ɖokpo|Nous nous rencontrerons un jour|0
é ɖó tɔ́ tɔ́n alisá|il a fait la cérémonie d'alisá pour son père|0
É gba akɔta gěgé, é hu axɔ́sú syɛ́nsyɛ́n gěgé.|Il battit une multitude de nations et tua des rois puissants,|2
kinikini ɔ ɖo aja mɛ|le lion vit dans une cage|0
é gán jɛ̀ azinkpo mɛ̀|il s'est étendu confortablement dans son siège|2
“Heelú mɛ e yí gbe bó ɖu nǔ ɖo nǔ mɛ, bó hu xomɛvɔ́nɔ é!” Bɔ togun ɔ́ bǐ ná yí gbe ɖɔ: “Amǐ.”|Maudit soit celui qui reçoit un présent pour répandre le sang de l'innocent !  Et tout le peuple dira : Amen !|1
Etɛ́ lɛ́ wɛ́ kɔ́n myá nukún nú gbɛtɔ́ lɛ́ ?|Qu'est-ce qui nous préoccupe, nous, les hommes ?|0
E ma mi ă|Je n'ai pas l'habitude.|0
Mi ná gba toxo e è mɛ ahohó lɛ́ lɛ̌ dó lɛ́ɛ bǐ, bó ná gba toxo nukúnɖéjí lɛ́ɛ bǐ. Mi ná gbo atín e nɔ ná sínsɛ́n lɛ́ɛ bǐ, mi ná sú tɔjɔtɛn lɛ́ɛ bǐ, bó ná nyi awǐnnya dó gle e è lɛ lɛ́ɛ jí, bó ná hɛn bǐ gblé.’ ”|vous frapperez toutes les villes fortes et toutes les villes d'élite, vous abattrez tous les bons arbres, vous boucherez toutes les sources d'eau, et vous ruinerez avec des pierres tous les meilleurs champs.|1
Tɔ ɔ kplɔ́ ɛ́ hɛn yì|La rivière l'a emporté.|1
Nana tɔ bowunba kɔmɛ gblayaa ɖokpo|Maman a cousu un bomba au col large|0
Ée Davídi se mɔ̌ ɔ́, é yá wǔ sɔ́ nǔ, é kpó mɛ tɔn lɛ́ɛ kpó. Mɛ tɔn lɛ́ɛ ná yi gbɛtɔ́ nǔwɔntɔn mɔ̌ (600), bɔ yě tɔ́n sín Keyila toxo mɛ, bó byɔ́ gbɛ ɔ́ mɛ ɖidó. Ée Sawúlu se ɖɔ Davídi hɔn sín Keyila toxo mɛ ɔ́, é ɖó ahwan e ná fun wɛ é ɖe ɔ́ te.|Alors David se leva avec ses gens au nombre d'environ six cents hommes ; ils sortirent de Keïla, et s'en allèrent où ils purent. Saül, informé que David s'était sauvé de Keïla, suspendit sa marche.|0
Mi do gbe nu mi ɖo tɛn mitɔn mɛ, mi hɛn miɖee ganji.|Bienvenue chez nous, installez-vous confortablement.|2
Lo ɔ́, cóbónú é ná hu mɛ lɛ́ɛ ɔ́, Yexocɛ́va axɔ́sú Yexolámu sín vǐ nyɔ̌nu e nyí Akaziasi nɔví ɔ́ zé Joasi Akaziasi ví ɔ́ sín axɔ́sú ví lɛ́ɛ mɛ, lobo zé e hwlá hwenu e è ɖo mɛ lɛ́ɛ hu wɛ é. É zé vǐ ɔ́ kpó nyɔ̌nu e ɖo vǐ ɔ́ hɛn wɛ ɔ́ kpó yi ɖó xɔ e mɛ è nɔ dɔ́ ɖo Mawu Mavɔmavɔ xwé gbe ɔ́ ɖokpó mɛ. Lě e é gló Atalíi bó má kú ǎ gbɔn é nɛ́.|Mais Joschéba, fille du roi Joram, soeur d'Achazia, prit Joas, fils d'Achazia, et l'enleva du milieu des fils du roi, quand on les fit mourir: elle le mit avec sa nourrice dans la chambre des lits. Il fut ainsi dérobé aux regards d'Athalie, et ne fut point mis à mort.|0
nă ajɔ̀ mε|récompenser quelqu'un|0
azɔ̀ ɔ́ ɖo kɔ jí nú mì|je suis tenu de faire ce travail|0
un tuun n'i ɖo xwe tantɔn ɖie|il y a huit ans que je le connais|0
Gbεtɔ sukpɔ ɖo gbe ɔ ji|C'est une région très peuplée|0
un wa kpe xɔntɔn ce lɛ e|je suis venu rejoindre des amis|0
Ee é ɖɔ xó e vɛ́ mɛ lɛ é enɛ lɛ gudo é ɔ, cícící syɛnsyɛn ɖé jɛ xɔ ɔ mɛ bɔ é ma nyɔ́ ǎ.|Après qu’il eut prononcé ces paroles blessantes, un silence pesant et inconfortable s’installa dans la pièce.|1
e yá ló à|est-ce prêt maintenant|0
Ma jo e do n'ε byɔ mε o|Ne le laisse pas entrer|0
e glá wá fí ă|il n'a pas osé venir ici|1
Kpléɖókpɔ́ ɖaxó mɛ e ɖó akwɛ lɛ é tɔn yí gbè ɖɔ è ni sú akwɛ e è má ɖó vo é ɖé ɖò xwè elɔ mɛ.|L'assemblée générale des actionnaires a approuvé le versement d'un dividende exceptionnel cette année.|0
É nɔ́ xwe mɛ e wú è ɖeji dó lɛ́ɛ sín nu dó xɔ; é nɔ́ yí nukúnnú mɔ jɛ nǔ mɛ e degénɔ lɛ́ɛ ɖó ɔ́ sín yě sí.|Il ôte la parole à ceux qui ont de l'assurance ; Il prive de jugement les vieillards.|1
Xɛsi ɖaxó ɖé lɛ́ lɛ̌ dó e, bó nɔ́ ɖo cɔcɔ dó n'i wɛ.|Des terreurs l'assiègent, l'entourent, Le poursuivent par derrière.|1
É jɛ ahwan jí cè|Il m’a défendu.|2
hὲn mε ɖŏ tè|empêcher quelqu'un d'aller|1
A ka na yí gbè bo na ɖu nǔ xá mì ɖò Samedi e ja é à? Un tuùn nǔɖutɛn kpɛví ɖagbeɖagbe ɖé.|Accepteriez-vous de partager un repas avec moi samedi prochain ? Je connais un petit restaurant très sympathique.|0
ago mǎ ɖu we|laisse|0
Fitε mi gosin?|D’où venez-vous ?|0
xɔntɔn|amis|0
Ayi tɔn yá wǔ mɔ nǔ, bɔ é má vǐ tɔn e kpo lɛ́ɛ gbɔn Judáa to ɔ́ kpódó Bɛnjamɛ́ɛ to ɔ́ kpó mɛ, ɖo toxo e é mɛ ahohó lɛ́ lɛ̌ dó lɛ́ɛ mɛ. É sɛ́ nǔɖuɖu dó yě kpɔ́ gégé, lobo da asi nú yě kɔn nyi kpɔ́.|Il agit avec habileté en dispersant tous ses fils dans toutes les contrées de Juda et de Benjamin, dans toutes les villes fortes; il leur fournit des vivres en abondance, et demanda pour eux une multitude de femmes.|0
E yi wan nu we|Il t’aime.|2
Yĕ tùn atín céɖéɖé|Ils ont planté les arbres en alignement.|0
Nǔnywɛ́ nyí ɖɔ è ni ɖó xósin lɛ bǐ ǎ, loɔ, è ni kàn nǔ e mɛɖebǔ ma nɔ kpankɔ́n bo na kàn ǎ lɛ é byɔ wɛ.|La sagesse ne consiste pas à avoir toutes les réponses, mais à formuler les questions que personne n’ose poser.|2
Kofi na yi alo e na dɔ|Kofi partira ou bien il passera la nuit .|0
gyankpa xú mì|je me suis donné un coup de coupe-coupe|1
adɔ̀ vɛ́ mí|je n'ai pas dormi|0
mĭ ɖò avo mɛ̀ bɔ̀ yè wá j'ájó dó mĭ|nous étions dans l'ignorance et ils sont venus nous dévaliser|1
Súkésúké sɔ́ mì|J’ai le hoquet.|0
Mawu ɖokpónɔ géé wɛ vlɔ́n jǐnukúnsin. É nɔ́ ɖi zɔnlin gbɔn xu jí.|Seul, il étend les cieux, Il marche sur les hauteurs de la mer.|2
nu un nu azɔ ɔ e na do tagba nu mi wε a|est-ce que ça vous gêne si je fume|0
Nɔví yětɔn nyɔ̌nu lɛ́ɛ ɖíe: Selúya kpó Avigalu kpó. Selúya ɔ́ ji vǐ atɔn: Avicáyi, Jowabu kpó Asaxɛli kpó.|Leurs soeurs étaient : Tseruja et Abigaïl. Fils de Tseruja : Abischaï, Joab et Asaël, trois.|0
Nǔ wlí kanlin towe lɛ́ɛ ɖě ɖu bɔ un zé ɖukpo tɔn wá xlɛ́ we kpɔ́n gbeɖé ǎ; axɔ́ tɔn wɛ un nɔ sú we. È fin kanlin towe lɛ́ɛ ɖě dó mì kéze abǐ zǎn mɛ ɔ́, akwɛ́ tɔn wɛ a nɔ yí ɖo así Ényí kanlin ɖé hwe ɖo kanlin lɛ́ɛ mɛ ɔ́, kanlinnyitɔ́ ɔ́ wɛ ɖó ná sú axɔ́ tɔn. Amɔ̌, ényí gběkanlin wlí kanlin lɛ́ɛ ɖě ɖu, bónú kanlinnyitɔ́ ɔ́ mɔ ée gběkanlin ɖu kpo ɔ́ bó bɛ́ wá xwé ɔ́, é ná sú axɔ́ ǎ.|Je ne t'ai point rapporté de bêtes déchirées, j'en ai payé le dommage; tu me redemandais ce qu'on me volait de jour et ce qu'on me volait de nuit.|1
Kofi xo mεɖe a|Kofi n'a frappé personne|0
un kan xó by'ɛ́ b'ɛ́ tín dó mì|je l'ai questionné et il a refusé de répondre|1
abɔ̀jí - abɔ̀tá - abɔ̀xú|épaule|0
jɔhon xa atin ɔ bo sun ama tɔn gudotɔn lɛ|le vent couche l'arbre et lui arrache ses dernières feuilles|1
Wásí wásí óó ! Aluwáásí o owó owó ! Măwù wɛ́ tíin !|Vive la Joie ! Dieu existe !|2
jìví ɔ́ fɛ́ɖɛ́ atín|le couteau a le manche fragile|0
e jì vĭ ganjí à|l'accouchement s'est|0
Davídi nɔ ɖɔ dó ayi mɛ ɖɔ: “Un ná wa ɖagbe nú Hanúni Naxáci ví ɔ́ lě e tɔ́ tɔn bló gbɔn nú mì é.” Ée Davídi lin mɔ̌ ɔ́, é sɛ́ gǎn hɔn-yitɔ́ tɔn ɖé lɛ́ɛ dó, nú yě ná yi dó nǔwamɛgbe e. Ée gǎn hɔn-yitɔ́ tɔn lɛ́ɛ yi Amumɔ́ɔ ví lɛ́ɛ sín tomɛ ɔ́,|David dit : Je montrerai de la bienveillance à Hanun, fils de Nachasch, comme son père en a montré à mon égard. Et David envoya ses serviteurs pour le consoler au sujet de son père. Lorsque les serviteurs de David arrivèrent dans le pays des fils d'Ammon,|0
blò n'í nyɔ́|fais que ce soit bien|0
é yì nakí bá gbé|il est allé chercher du bois jumeaux|0
Sunnuvi ɔ ɖ’amlɔ dɔ wɛ ɖo avɔ gwlɛ|Le garçon dort sous la couverture.|0
È kplá axɔ́ví Joasi wá, lobo zé tablá ɖokpó kpó sɛ́nwéma ɔ́ kpó jó n'i, bɔ Yexoyada kpó vǐ tɔn lɛ́ɛ kpó kɔn ami ɖó ta n'i, bó sɔ́ ɛ axɔ́sú, bó jɛ xó sú jí ɖɔ: “Susu nú axɔ́sú ɔ́!”|23.11|0
E zín tanpɔ́n dó wèmá cé jí|Il a tamponné mon papier.|0
E sù kú ă|De rien.|0
gbɛ̀ wɛ́ tuwùn|dieu seul le sait|0
É kanbyɔ́ yě ɖɔ: “Nɛ̌ ká gbɔn bɔ wǔ kú mi bǐ mɔ̌?”|Alors il questionna les officiers de Pharaon, qui étaient avec lui dans la prison de son maître, et il leur dit: Pourquoi avez-vous mauvais visage aujourd'hui?|1
nu fín|la bouche où le cure|0
e jlá ɖa nú atín|il a élagué un arbre|0
zàn kézè|jour et nuit|0
Un na blo xwe we ɖo Bɛnɛɛ kpo na lɛ kɔ ɖo yovotomɛ|Je viens au Bénin pour deux ans, et ensuite, je retourne aux USA.|0
Yě gosín Salumɔ́na bó ɖó gɔnu ɖó Punɔni.|Ils partirent de Tsalmona, et campèrent à Punon.|0
E nɔ́ bóɖó è|Il a beaucoup d’affection pour lui.|2
jomɛhun ɔ gbɔn atlantique sin xu ɔ ta|l'avion a survolé l'océan atlantique|0
Xwe tɔn we gúdo ɔ́, é wá su gbe ɖokpó zǎn mɛ, bɔ axɔ́sú Ejípu tɔn ɔ́ kú dlɔ̌, bó mɔ éɖée ɖo Nilu tɔ ɔ́ tó.|Au bout de deux ans, Pharaon eut un songe. Voici, il se tenait près du fleuve.|0
Azǎn ɖokpó énɛ́ ɔ́ gbe ɔ́, mi ná zé lɛ̌ngbɔ́ví e ɖó xwe ɖokpó, bɔ blɔ̌ ɖěbǔ má ɖo wǔ tɔn ǎ dó sá vɔ̌ e è nɔ dó zo ɔ́ nú mì.|Le jour où vous agiterez la gerbe, vous offrirez en holocauste à l'Éternel un agneau d'un an sans défaut;|0
Bɔ zemijan zokɛkɛ nɔ sɔ mɛ ɖi taxi ɖɔhun|Et le zemijan est une moto-taxi|0
w'azɔ bo nu asi tɔn na mɔ kwε|a travaillé pour que sa femme ait de l'argent|0
Azɔ tε a nɔ wa ?|Qu’est-ce que tu fais dans la vie ?|0
Vɔ̌sánú-xwlémawutɔ́ ɔ́ ná dó jinukún e è glǐn ɔ́ ɖě zo kpó zǎlínkpɔ́n ɔ́ bǐ kpó, bɔ é ná nyí flǐnnú ɖé nú Mawu Mavɔmavɔ. Nǔníná e è nɔ dó zo ɖo Mawu Mavɔmavɔ nukɔn ɔ́ ɖokpó wɛ é nyí.”|Le sacrificateur brûlera comme souvenir une portion des épis broyés et de l'huile, avec tout l'encens. C'est une offrande consumée par le feu devant l'Éternel.|0
Xomɛ ce gba wɔ|Je suis très heureux|2
Énɛ́ ɔ́ gúdo ɔ́, Mawu Mavɔmavɔ ɖɔ nú Jozuwée Nuni ví ɔ́ ɖɔ: “Kpan akɔ́n, bó dó gǎn ɖó hwi wɛ ná kplá Izlayɛ́li ví lɛ́ɛ byɔ́ to e sín akpá un dó nú yě ɔ́ mɛ; nyi ɖésú ká ná nɔ kpɔ́ xá we.”|L'Éternel donna ses ordres à Josué, fils de Nun. Il dit : Fortifie-toi et prends courage, car c'est toi qui feras entrer les enfants d'Israël dans le pays que j'ai juré de leur donner ; et je serai moi-même avec toi.|0
kpɔ́wùn εnὲ|cent francs|0
Awu ce sún saxle mɛ̀ bĭ|Ma chemise est déteinte partout.|0
a ma fɔn ganji á|tu es bien réveillée|0
Un yì cyán nùywɛ́ywɛ́|Je suis allé chercher du bois (Pour un jumeau ou la mère d'un jumeau).|0
Un ná ɖò kpikpɔ́n wɛ̀|Je verrai.|0
Flín bo nɔ kpɔ́n hun towe sín hlɔnhlɔn hwɛhwɛ.|Pensez à vérifier votre tension artérielle régulièrement.|0
E xásá dó kɔ tɔ̀n|Il lui sauta au cou.|0
Mawu Mavɔmavɔ ná gbo nú nyi kpó mɛ kpó. É ná kpɔ́n bó ná jɛ ahwan jǐ ce, bó ná mɔ hwɛjijɔ nú mì, bó ná hwlɛ́n mì ɖo mɛ sí.”|L'Éternel jugera et prononcera entre moi et toi ; il regardera, il défendra ma cause, il me rendra justice en me délivrant de ta main.|1
Wă dĕ|Viens par ici.|0
Eo, mi yi mε a ɖo gbemε fa avivɔ gbε|Non, nous n'avons pas campé, parce qu'il faisait froid|1
Mɛɖe wá|Quelqu'un est venu.|0
mì nà tɛ́n kpɔ́n bɔ̀ nukɔnyiyi ná tíin nú mĭ ɖ'àzɔ̆ mɛ̀|nous allons essayer de faire du progrès dans notre travail|2
akwɛnɔ|riche|0
azizɔlì|cheminée|0
é blí nú mì|il s'est humilié devant moi|1
Nyibúsú yětɔn lɛ́ɛ nɔ́ ɖo ava dó nú nyibú asi yětɔn lɛ́ɛ wɛ, bɔ yě nɔ́ ɖo xo mɔ wɛ hwɛhwɛ; nyibú yětɔn lɛ́ɛ nɔ́ lun vǐ ǎ.|Leurs taureaux sont vigoureuses et féconds, Leurs génisses conçoivent et n'avortent point.|0
Sɛnsátɔ́ ɖò sɛ̀ sá dó dò wú wɛ̀|Le peintre est en train de peindre le mur.|0
Nu kpɔ mɔ vi ce ɔ, e na ɖu n'i.|Si le léopard voit mon enfant, il le mangera :|1
Hwenu e mǐ ná wá ahwan tɔ́n to ɔ́ gbé ɔ́, a nǎ sin kan vɔvɔ cɛ́cɛ́ élɔ́ dó flɛtɛ́li e nu a zě mǐ jɛ te gbɔn é. Énɛ́ ɔ́ gúdo ɔ́, a nǎ kplá tɔ́ towe, nɔ towe, nɔví towe súnnu kpó nyɔ̌nu kpó, kpódó hɛ̌nnumɔ towe bǐ kpán wá ɖó xwé towe gbe.|A notre entrée dans le pays, attache ce cordon de fil cramoisi à la  fenêtre par laquelle tu nous fais descendre, et recueille auprès de toi dans la maison ton père, ta mère, tes frères, et toute la famille de ton père.|0
Yě gosín fínɛ́, bó ɖidó Eflayímu sókan mɛ, bó wá jɛ Mika sín xwé kpá.|Ils passèrent de là dans la montagne d'Ephraïm, et ils arrivèrent jusqu’à la maison de Mica.|0
ɖì gŭ - ɖì xì|hériter|0
daá nyɔ̆nù - daánù - daányɔ̆nù - tɔ́ noví|tante paternelle|0
agban jɛgijɛgi tɛ́ ɖíè|qu'est|0
kú na ó|merci pour ta libéralité|2
azɔ̀n mɔ̀kpán|plusieurs fois|0
Jikpá ɔ gɔ́ nú flowa lɛ bɔ è kpé nukún dó ye wu ganji.|Le jardin est fleuri et très bien entretenu.|2
é mì alɔ n'í|il lui a fait signe de la main|0
Un ɖò xwé e ɖó jikpá ɖaxó ɖé bo ɖò wemaxɔmɛ lɛ kpá é ba wɛ.|Je cherche une maison qui possède un grand jardin et qui soit située près des écoles.|0
xεvi ɔ ɖo kpεn kun wε|l'oiseau siffle|0
Hwevɔ gbɛ|Le soleil est chaud.|0
xɔ̀ akpà|être blessé pour un guerrier|1
Un ɖi ɖɔ̀ é kó yì|Il me semble qu'il est parti.|0
gangbá - gbă|boîte|0
É ɖò adingbàn n’í|Il lui a menti (pour obtenir quelque chose).|1
Ényí to ɖěvo mɛ nu wɛ mi nya nǔɖé ná ɔ́, mi sixú yí d'é jí. É ká nyí nɔví mitɔn wɛ ɔ́, mi ná yí d'é jí ǎ. Mi nyi sɛ́n énɛ́ ɔ́ ɖo to e yí gbé mi ja ɔ́ mɛ; énɛ́ ɔ́, Mawu Mavɔmavɔ, Mawu mitɔn ná dó acɛ nǔ e mi ná wa lɛ́ɛ bǐ jí.|Tu pourras tirer un intérêt de l'étranger, mais tu n'en tireras point de ton frère, afin que l'Éternel, ton Dieu, te bénisse dans tout ce que tu entreprendras au pays dont tu vas entrer en possession.|2
Tɔjihún ɔ́ wá tɔ tó|La pirogue a abordé.|0
A dŏ nùɖé'kpá bò gɔ̀n ɖiɖè|Tu m'as promis quelque chose que tu n'as pas tenue.|1
Mǐ kpó ɖò gbesisɔmɛ bo na na xósin nú nǔkanbyɔ ɖevo ɖebǔ e a sixu ɖó é.|Nous restons à votre écoute pour tout complément.|0
Azɔ̌ e kan Mawu xwé ɔ́, bɔ è sɔ́ dó así nú hɛ̌nnu Mɛlali tɔn lɛ́ɛ, bɔ yě ná nɔ́ wa lɛ́ɛ nɛ́. Itamáa vɔ̌sánú-xwlémawutɔ́ Aalɔ́ɔn ví ɔ́ ná nɔ yě nu.”|Telles sont les fonctions des familles des fils de Merari, toutes leurs fonctions dans la tente d'assignation, sous la direction d'Ithamar, fils du sacrificateur Aaron.|0
mí gbɛ́ xó towé|nous n'acceptons pas ce que tu dis|1
Vlafo nǔkplɔnmɛ nǔnywɛ tɔn ɖaxó hugǎn ɔ wɛ nyí ɖɔ mǐ ni kplɔ́n bo tuùn lee nǔ e mǐ ma tuùn ǎ lɛ é syɛn sɔ́ é.|La plus grande leçon de sagesse est peut-être d'apprendre à reconnaître l'immensité de ce que nous ignorons.|0
E nɔ ba xo ye ă|Il ne les taquine pas|0
Un na lɛ kɔ, e kpo xwe we|Je vais revenir dans deux ans.|0
Enε ɔ na byo we suulu kpεɖe.|Cela te demandera un peu de patience|1
blŭjù - bŭtè|en entier|0
Bo na ba amasin|Pour chercher un remède.|0
bε̆ - bε̆ ɖà|rassembler les cheveux en un ou plusieurs faisceaux au sommet de la tête|0
Mawu, xwe afatɔ́n   ɔ́, nǔ kléwún ɖé wɛ nyí ɖo nukɔn towe, bó nɔ́ wá yi sɔ yí e ko hɔ́n wá yi é ɖɔhun; é nɔ́ dín bléwún ayǐtéhɔ̌nnu ɖɔhun.|Car mille ans sont, à tes yeux, comme le jour d’hier, quand il passe, et comme une veille de la nuit.|0
fi ɖevo wε nuvivε ɔ ɖe|le problème est ailleurs|0
Xɛ ɔ xú bɛ̆ mì|L'oiseau m'a donné un coup de bec.|1
nyì wĕ|jouer aux cartes|0
vi ɖokponɔ lε nɔ nyi vi gblegble|les fils uniques sont souvent gâtés|1
E kpo|Il est vieux.|0
Hun ɖevo na sun ɖo ceju ko mɛ|Le prochain bus est dans vingt minutes.|0
Étɛ́ ká wɛ̀ ?|Qu’est-ce que c’est ?|0
blă sé dŏ mε wŭ|introniser quelqu'un dans une fonction chez les vaudouns|0
e nɔ̀ xó mìtɔ́n jí ă|elle n'a pas respecté notre accord|1
e nyà gbadé kpɛɖé ɖ'así cè|elle m'a emprunté un peu de maïs|0
blă wŭ - fò yɛ̀ - xú gŏ|maigrir|0
É ɖò taji ɖɔ è ni cyɔn alɔ tó towe jí gbɔn gbè e è nɔ dó tó mɛ é ɖiɖekpo gblamɛ, bo na dó nyì alɔ nú tóɖiɖó kpo tóɖiɖó e nɔ yawu sè nǔ é kpo.|Protéger son audition en limitant le volume des écouteurs est indispensable pour éviter des acouphènes et une perte auditive prématurée.|0
Eo, un nɔ nu azɔ ă.|Non ! Je ne fume pas|0
amisin|morve|0
Jakɔ́bu lɔn bɔ Bɛnjamɛ́ɛ, Jozɛ́fu sín nɔví kpɛví ɔ́ xwedó yě yi ǎ; ɖó é ɖo xɛsi ɖi wɛ ɖɔ nǔ baɖabaɖa ɖé táá jɛ dó jǐ tɔn.|Jacob n'envoya point avec eux Benjamin, frère de Joseph, dans la crainte qu'il ne lui arrivât quelque malheur.|0
e jɛ kpo lí|ils se sont agenouillés|0
É ka na nyɔ́ bló bɔ è na hun flɛtɛli ɔ à? Yozo ɖo xɔ elɔ mɛ tawun nugbo.|Est-ce qu'il serait possible d'ouvrir la fenêtre ? Il fait vraiment très chaud dans cette pièce.|0
Ali ɖebǔ sɔ́ ɖè bo na tɔ́n sín mɛ ǎ.|Sans issue possible.|1
A sè à cé ?|N’as-tu pas compris ?|0
E fá|C’est facile.|2
e hù nù nɛ́ bó nú é gbɔ̀ nù yá ɖò fínɛ́|qu'on le mette à mort pour qu'il cesse ses vilenies|1
