id,chemin_audio,transcription_fon,duree_sec
armandine_fongbe_corp007_026,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_026.wav,e gble wu mi,1.4
armandine_fongbe_corp007_027,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_027.wav,un gble wu gbε ce do ta,2.15
armandine_fongbe_corp007_028,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_028.wav,un gble wu dafɔ,1.41
armandine_fongbe_corp007_029,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_029.wav,e gba nyɔmε,1.01
armandine_fongbe_corp007_030,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_030.wav,xo e ɖɔ ɔ ji go nu mi,3.02
armandine_fongbe_corp007_031,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_031.wav,xε we nɔ nu sin ɖo goli mε a bε na jan,3.86
armandine_fongbe_corp007_032,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_032.wav,un nɔ nu soɖabi kpodo bya kpan a,2.33
armandine_fongbe_corp007_033,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_033.wav,un nu sin vɔvɔ a,1.39
armandine_fongbe_corp007_034,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_034.wav,kaka yi fi e gbε kpo nu ɖo le,2.29
armandine_fongbe_corp007_035,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_035.wav,e yi alito,1.77
armandine_fongbe_corp007_036,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_036.wav,xo tɔn mε nɔ fyɔ,1.8
armandine_fongbe_corp007_037,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_037.wav,e nya glo mi,1.81
armandine_fongbe_corp007_038,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_038.wav,nu gbε do mi,1.21
armandine_fongbe_corp007_039,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_039.wav,un ɖo gbo do nu awu ce wε,2.53
armandine_fongbe_corp007_040,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_040.wav,gbo do glii tεn,1.29
armandine_fongbe_corp007_041,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_041.wav,un ɖo kεn xa mε bɔ un ko gbɔ,2.52
armandine_fongbe_corp007_042,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_042.wav,un nɔ mɔ nɔvi ce gbɔ a,1.83
armandine_fongbe_corp007_043,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_043.wav,e fun,1.26
armandine_fongbe_corp007_044,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_044.wav,e su hɔn glawun,1.65
armandine_fongbe_corp007_045,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_045.wav,ye ɖo ingidi ji guwun,2.15
armandine_fongbe_corp007_046,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_046.wav,nε a mε gbɔ gbɔn bɔ fun kpoŏ d e wu,2.71
armandine_fongbe_corp007_047,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_047.wav,amasin elɔ nɔ fyɔ ɖakpa mε,3.1
armandine_fongbe_corp007_048,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_048.wav,wɔ ɔ fyɔ,1.5
armandine_fongbe_corp007_049,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_049.wav,nukun ce nɔ fyε,1.55
armandine_fongbe_corp007_050,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp007_050.wav,vi ɔ fɔn gajawun sin amlɔ mε,2.7
armandine_fongbe_corp009_001,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_001.wav,e nɔ gba nu nu xo a,1.71
armandine_fongbe_corp009_002,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_002.wav,gbɔ,0.99
armandine_fongbe_corp009_003,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_003.wav,gbɔ se a,0.69
armandine_fongbe_corp009_004,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_004.wav,e yi azɔmε a ɖo ji ja,2.04
armandine_fongbe_corp009_005,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_005.wav,mεɖe do gesi wema,1.74
armandine_fongbe_corp009_006,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_006.wav,e hεn agban ɔ gba,1.51
armandine_fongbe_corp009_007,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_007.wav,a na yi tɔ co bo gba zεn a,2.12
armandine_fongbe_corp009_008,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_008.wav,xomε ce gba wɔ,1.34
armandine_fongbe_corp009_009,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_009.wav,xo ɔ gba tamε ni,1.43
armandine_fongbe_corp009_010,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_010.wav,ajotɔ elɔ nɔ hu mε,2.02
armandine_fongbe_corp009_011,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_011.wav,un sixu xa wema elɔ,1.92
armandine_fongbe_corp009_012,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_012.wav,wema tɔn ɖie a mε,1.42
armandine_fongbe_corp009_013,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_013.wav,agoo agoo mi na mi ali nu ma din,3.2
armandine_fongbe_corp009_014,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_014.wav,mɔ wε a jɔ,1.4
armandine_fongbe_corp009_015,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_015.wav,e jεn nε gεgε,1.28
armandine_fongbe_corp009_016,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_016.wav,e ɖo na ɖɔ mɔ a,1.12
armandine_fongbe_corp009_017,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_017.wav,enε nyɔ ɖεkpε hu elɔ,1.86
armandine_fongbe_corp009_018,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_018.wav,bayi sa akpan kpɔnwun εnε nu ni,2.28
armandine_fongbe_corp009_019,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_019.wav,un ɖu sεn san do we,1.83
armandine_fongbe_corp009_020,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_020.wav,e xa glagada e nɔ xa godwe,3.15
armandine_fongbe_corp009_021,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_021.wav,azɔmεvi ɖe lε,1.55
armandine_fongbe_corp009_022,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_022.wav,e gbɔ nu ɖu,1.45
armandine_fongbe_corp009_023,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_023.wav,e gɔn xo ɖɔ a,1.13
armandine_fongbe_corp009_024,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_024.wav,mε tɔn wε nyi agbade gle elɔ,2.02
armandine_fongbe_corp009_025,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_025.wav,eye wε ji han,1.06
armandine_fongbe_corp009_026,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_026.wav,mεjitɔ ɖokpo ɖokpo,1.61
armandine_fongbe_corp009_027,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_027.wav,kanlin e ma ɖo si a ɔ gbε wε nɔ nya sukpɔ ni,2.95
armandine_fongbe_corp009_028,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_028.wav,e fun i do gbe,1.37
armandine_fongbe_corp009_029,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_029.wav,vi ɔ sin wutu hun myɔ gbogbogbo,2.6
armandine_fongbe_corp009_030,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_030.wav,wutu ce gblɔ,1.21
armandine_fongbe_corp009_031,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_031.wav,e gblɔ mi,1.34
armandine_fongbe_corp009_032,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_032.wav,mε wε nyi gan ɖo fi,1.8
armandine_fongbe_corp009_033,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_033.wav,e ɖu gan ɖo savi,1.98
armandine_fongbe_corp009_034,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_034.wav,to tε mε e ɖu gan ɖe,2.49
armandine_fongbe_corp009_035,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_035.wav,un tɔn gbe towe,1.52
armandine_fongbe_corp009_036,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_036.wav,vi ce sin gingan ba wε un ɖe,2.27
armandine_fongbe_corp009_037,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_037.wav,gan ɖe ba nyi hun e yi fle mε,2.54
armandine_fongbe_corp009_038,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_038.wav,un xwe nɔ ce gɔn,1.55
armandine_fongbe_corp009_039,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_039.wav,nε e nɔ wa xwe towe gbe gbɔn,2.06
armandine_fongbe_corp009_040,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_040.wav,un nɔ yi gɔn tɔn ɖayi,2.18
armandine_fongbe_corp009_041,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_041.wav,nu yε nyɔ,1.44
armandine_fongbe_corp009_042,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_042.wav,ye ɖo na tuun nu elɔ,1.97
armandine_fongbe_corp009_043,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_043.wav,e na gbo ada ni,2.23
armandine_fongbe_corp009_044,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_044.wav,e dan gbɔn fi,1.5
armandine_fongbe_corp009_045,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_045.wav,e ɖo gaan,1.52
armandine_fongbe_corp009_046,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_046.wav,sin ɔ zawe bi,1.67
armandine_fongbe_corp009_047,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_047.wav,gbe tɔn zin,1.17
armandine_fongbe_corp009_048,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_048.wav,e gba ta do do wu giwun,1.86
armandine_fongbe_corp009_049,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_049.wav,e gba ta do do wu gawun,2.23
armandine_fongbe_corp009_050,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_050.wav,ɖablatɔ wε nu mi,1.61
armandine_fongbe_corp009_051,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_051.wav,e ɖo gogwe mε,1.48
armandine_fongbe_corp009_052,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_052.wav,xo tɔn mε gble,1.51
armandine_fongbe_corp009_053,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_053.wav,wɔxuxu nabi gbe ɖie wɔxuxu ɖɔla wewe gbe wε,4.77
armandine_fongbe_corp009_054,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_054.wav,vi nabi wε ɖo xwe ɔ gbe tawun,2.35
armandine_fongbe_corp009_055,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_055.wav,mε e gɔn wε un ɖe ɔ wε zɔn nu mi,2.61
armandine_fongbe_corp009_056,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_056.wav,e do wezun hu azwi,1.75
armandine_fongbe_corp009_057,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_057.wav,zan ja kuku gbe,1.64
armandine_fongbe_corp009_058,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_058.wav,sin ɔ ko fyε a,1.84
armandine_fongbe_corp009_059,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_059.wav,un nyi ajotɔ ɖayi,1.7
armandine_fongbe_corp009_060,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_060.wav,un nyi ajotɔ,1.67
armandine_fongbe_corp009_061,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_061.wav,e dafɔ gbe,1.71
armandine_fongbe_corp009_062,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_062.wav,gbε ce wε,1.44
armandine_fongbe_corp009_063,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_063.wav,vi ɔ fun bi,1.75
armandine_fongbe_corp009_064,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_064.wav,un gɔ xo gedegede,2.21
armandine_fongbe_corp009_065,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_065.wav,e jε gomε ni kaka bo ɖyɔ ε,3.29
armandine_fongbe_corp009_066,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_066.wav,a na sɔ gi gɔ na,1.86
armandine_fongbe_corp009_067,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_067.wav,e gεdε xo ɔ,2.07
armandine_fongbe_corp009_068,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_068.wav,e bla axɔsu tɔn gbe,2.36
armandine_fongbe_corp009_069,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_069.wav,jezu kεntɔ lε bla gbe tɔn,2.34
armandine_fongbe_corp009_070,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_070.wav,ye ɖo gbe ce bla wε,1.65
armandine_fongbe_corp009_071,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_071.wav,e ma se fɔngbe nε,2.23
armandine_fongbe_corp009_072,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_072.wav,andre a se fɔngbe a,2.46
armandine_fongbe_corp009_073,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_073.wav,xa mε yε nu mi,2.13
armandine_fongbe_corp009_074,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_074.wav,ma gan jε wu ce o,1.96
armandine_fongbe_corp009_075,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_075.wav,mi ma gble hwε do ta nu mε ɖe o,2.82
armandine_fongbe_corp009_076,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_076.wav,ye ma nyɔ kεkε do gε,1.92
armandine_fongbe_corp009_077,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_077.wav,mi gbadɔ ɖɔ mi na yi nuɖiɖi mitɔn sin ajɔ,4.26
armandine_fongbe_corp009_078,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_078.wav,e gbo adɔ do wu ce,2.3
armandine_fongbe_corp009_079,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_079.wav,un ɖo gbɔjε mε,1.84
armandine_fongbe_corp009_080,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_080.wav,e na mi gbɔjε nu azan tantɔn,2.76
armandine_fongbe_corp009_081,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_081.wav,a tuun bεεlεn wε a,2.04
armandine_fongbe_corp009_082,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_082.wav,un tuun i,1.34
armandine_fongbe_corp009_083,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_083.wav,e yi ku gbe,1.48
armandine_fongbe_corp009_084,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_084.wav,e yi gbe nu ku,1.75
armandine_fongbe_corp009_085,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_085.wav,un gba xɔ ni,1.3
armandine_fongbe_corp009_086,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_086.wav,e kan gunmagan ni,1.8
armandine_fongbe_corp009_087,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_087.wav,ye nyahwan gugu wa ja nu e jε ɔ kpɔn gbe,3.81
armandine_fongbe_corp009_088,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_088.wav,e glɔn jɔhɔn nu mi,1.48
armandine_fongbe_corp009_089,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_089.wav,e ɖo togbesɔ,1.93
armandine_fongbe_corp009_090,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_090.wav,mawu gbεnɔ na jlo bɔ nu e lin un ɖe ɔ na jlɔ,3.8
armandine_fongbe_corp009_091,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_091.wav,nana tɔ bowunba kɔmε gblayaa ɖokpo,3.51
armandine_fongbe_corp009_092,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_092.wav,e jε atan mε ɔ e nɔ jε gba mε,2.93
armandine_fongbe_corp009_093,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_093.wav,kan ɔ gbo,1.66
armandine_fongbe_corp009_094,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_094.wav,e sεn ta nu atin lε bi do gligli ji,2.79
armandine_fongbe_corp009_095,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_095.wav,sεn ε,0.86
armandine_fongbe_corp009_096,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_096.wav,nya elɔ gla,1.55
armandine_fongbe_corp009_097,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_097.wav,alɔ ce gɔdɔ,1.68
armandine_fongbe_corp009_098,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_098.wav,ma dan gblagbla o,1.72
armandine_fongbe_corp009_099,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_099.wav,kanlin lε bi ɖo wezun do wε gbligbli,2.88
armandine_fongbe_corp009_100,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_100.wav,gbεmε hɔn a,1.65
armandine_fongbe_corp009_101,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_101.wav,gba nu nu agban towe,1.76
armandine_fongbe_corp009_102,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_102.wav,mi na go yi mawu gɔn,1.56
armandine_fongbe_corp009_103,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_103.wav,a nɔ go din,1.14
armandine_fongbe_corp009_104,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_104.wav,xɔ ɔ gɔ bo ɖo gbagba,1.89
armandine_fongbe_corp009_105,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_105.wav,mawu wε ɖo gbε ɔ,1.43
armandine_fongbe_corp009_106,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_106.wav,nutitε ɔ wu sin,1.28
armandine_fongbe_corp009_107,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_107.wav,nutiitε ɔ tɔn sin,1.62
armandine_fongbe_corp009_108,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_108.wav,jan batistu nɔ su xo ɖo gbexo mε,2.97
armandine_fongbe_corp009_109,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_109.wav,ma gba atinkεn ɔ ɖu o,2.3
armandine_fongbe_corp009_110,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_110.wav,e gbε kpεn nu vi tɔn,1.96
armandine_fongbe_corp009_111,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_111.wav,gbade ce jεn na bi ɖiɖa ɔ myɔ wε nɔ hεn ci,3.25
armandine_fongbe_corp009_112,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_112.wav,e nɔ lε gle,1.39
armandine_fongbe_corp009_113,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_113.wav,e lε gle towe ganji,1.93
armandine_fongbe_corp009_114,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp009_114.wav,nya ɖe lε gle bo do awinya e ɖɔ xwe su ɔ nu bi ɔ tεn e nɔ tεn kpɔn deji,6.32
armandine_fongbe_corp010_001,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp010_001.wav,agidigbawun do gudo gbowεlε so so wε emi kpεnzɔn,4.45
armandine_fongbe_corp010_002,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp010_002.wav,un xwe gboa ɖo bonu kanmε,1.95
armandine_fongbe_corp010_003,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp010_003.wav,jloɖagbenɔ lε ɖo kpinkplɔn wε bona do wazɔ ɖo to mitɔn mε,2.05
armandine_fongbe_corp010_004,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp010_004.wav,e ɖo nu ɖu wε,1.4
armandine_fongbe_corp010_005,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\armandine_fongbe_corp010_005.wav,din jεn e yi xwe gbe,1.63
